str_no_string|CHYBÍ TEXT!
str_npc1_backstory_b|Dříve bys všechno listí v lese spočítal než všechny nepřátele, které jsem pobil. Kdybych měl na hlavě tolik vlasů, kolik jsem jich zabil vlastní rukou, lazebníci by si tuze namastili kapsu, kdykoli by mi přistřihli čupřinu. Ať jsem prokletý, jestli lžu...
str_npc2_backstory_b|Ty podivné výmysly o krvežíznivosti mého předka přikázal rozšířit nejhorší nepřítel rumunského národa, král uherský! Však se taky ty hrůzné legendy se staly skutečným prokletím našeho rodu. Drákulovi potomci se z Transylvánie odstěhovali, takže já jsem vyrostl už v pohraničí, v Kamenci. Odnedávna jsem na cestách. Pravda, ne z vlastní vůle.
str_npc3_backstory_b|Rižský biskup mi přidělil malou vesnickou farnost a za týden tam poslal svého ministranta, aby se podíval, jak se mi tam daří. Po skončení mše svaté mi ten mizera vlezl přímo do mé skromné komůrky. Nejdřív chtěl vědět, co tam dělá jedno děvče z farnosti, a pak mě začal poučovat. Dokud žvanil o tom, že si nemám při mši točit nad hlavou kadidelnicí, strpěl jsem to. Když tvrdil, že modlitbu je třeba zakončit slovem "Amen" a ne tím, kterým jsem ji zakončil já (ačkoli mým farníkům byla má varianta z duše milejší), držel jsem pusu. Ale když začal vřeštět, že v Rize na trhu viděl předměty z mé církevní výbavy, to už jsem nevydržel a vzal jsem toho aktivistu klackem po hlavě, takže ho odvezli polomrtvého.
str_npc4_backstory_b|V bitvě u Berestečka, kde lechové a krymští na hlavu porazili Chmelnického, mě zajali Tataři. Odvezli mě do Kafy a tam mi nabídli službu v žoldu tureckého sultána. Tak jsem pobil stráže a utekl jsem.
str_npc5_backstory_b|Sloužil jsem v mušketýrském pluku generála Lennarta Torstenssona, nejlepšího vojenského velitele ve Švédsku. Bojoval jsem v bitvě u Jankové, kde jsme na hlavu porazili nepřátelskou německou armádu. Jo, to byly časy!
str_npc6_backstory_b|Bývala by to byla dobrá služba, nebýt jednoho podlého mizery. Ten parchant, takový starý kozel, se zakoukal do mé mladé ženy. Jenže ten hlupák věděl, že je mi věrná, a tak spřádal pletichy, jak nejlépe uměl. Napovídal našemu pánovi, který je celý divý do lovu - i když jsem se mu to snažil rozmluvit - že viděl v lese čarokrásného koně s rohem na čele. A náš pán se o neobvyklá zvířata tuze zajímá. Tak mi rozkázali, abych toho tvora ulovil, jinak že mě vyhodí ze služby a dají mě zavřít za odmlouvání.
str_npc7_backstory_b|Jmenuju se Elisej. Jsem čtvrtým synem rjazaňského bojara Skiby. Otec nás od narození vychovával k vojenské službě. Učil jsem se jezdit na koni, střílet z pistole a šermovat.
str_npc8_backstory_b|Já jsem Bachit. Patnáct let jsem sloužil v Bachčisaraji jako pomocník chánova kata. Byla to těžká práce, ale měl jsem ji rád. Do té doby, dokud nový chán nejmenoval nového vezíra.
str_npc9_backstory_b|Mému předkovi udělil titul sám velkokníže Olgerd v roce 1370. Za vojenskou chrabrost mu bylo uděleno rozsáhlé léno u města Brjanska. Od té doby nosí jeho jméno vždycky nejstarší syn v rodině. Náš rod věrně a poctivě sloužil litevskému velkoknížectví skoro tři století a naše pohraniční území byla vždy jablkem sváru mezi Litvou a Moskvou. Naše državy postupně upadaly, ale stále jsme na nich hospodařili. Nedávno je však moskevský car dal lénem nějakému ruskému bojarovi.
str_npc10_backstory_b|Přijel jsem sem na pozvání knížete Radzivilla. Nejdřív jsem sloužil v jeho osobní stráži, pak mi svěřili velení pěchotní korouhve. V boji jsme si nevedli špatně. Kníže dokonce uvažoval, že by mi svěřil pluk...
str_npc11_backstory_b|Jsem vůdce nogajské hordy, ctihodný pán Nogaj. V žilách mi koluje krev velikého Čingischána a mí předkové se znali s moskevským carem. Nemohl jsem se dívat na to, jak Krymskému chanátu vládnou neurození Girejové. A to jsem jim měl ještě platit daně.
str_npc12_backstory_b|Ten Francouz byl neobvykle sdílný. Když jsem ho léčil, vyprávěl mi všechno možné. Že u Perejaslavi rostou zakrslé višně, člověku prý sahají sotva k pasu, že se v ukrajinských řekách dají chytit raci velcí jako menší kočka a že se tatarské děti podobají štěňatům - rodí prý se slepé a oči otvírají teprve druhý týden života. A mimo jiné mi de Beauplan vyprávěl, že kozáci ze Síče umějí léčit zimnici, údajně nějak míchají kořalku se střelným prachem.
str_npc13_backstory_b|Umím připravovat povzbuzující nápoje, předpovídat budoucnost, zajistit štěstí v bitvě. Taky umím slušně spravovat bolavé zuby a kurýrovat koně.
str_npc14_backstory_b|Jmenuji se Ingrid a pocházím z Revele. Kdybys potřeboval zjistit, kde se dají koupit zásoby za hubičku nebo naopak prodat nějaká zbytečnost za trojnásobnou cenu, klidně se na mě obrať. Dodávala jsem víno a proviant královskému pluku Karla Gustava a všichni byli spokojení. Kromě konkurence, samozřejmě. Ty svině mi nějak vyměnily jednu z beček s pivem, a tak mým zákazníkům nalili na královské narozeniny na hostině koňskou moč! Nemělo smysl zkoušet jim cokoliv vysvětlovat. Do večera jsem byla markytánka bez patentu, přišla jsem o všechny úspory a u královské armády už se nemůžu ani ukázat.
str_npc15_backstory_b|Můj nebožtík muž když si přihnul medoviny, vždycky mě seřezal jako žito. Většinou sotva nějak přivrávoral domů, vzal řemen a... No, a jednou jsem to zkrátka nevydržela. Zrovna jsem v kuchyni válela těsto, ruku mám pádnou... Vzala jsem ho válečkem po hlavě a rozbila jsem mu lebku.
str_npc16_backstory_b|Pocházím z Kafy. Když mi bylo čtrnáct let, sebrali mě rodičům, odvezli do Istambulu a začali mě cvičit v ochraně a ostraze. V osmnácti jsem se stala osobním strážcem oblíbené sultánovy manželky. Má paní se však vládci brzy něčím znelíbila, a tak přikázal eunuchům, aby ji zardousili. Mě pak poslali zpátky do Kafy. Jenže ne domů, ale na trh s otroky. Na prodej.
str_npc1_backstory_c|Vidím, že ses vydal do války. Jestli mě chceš vzít s sebou ... inu, kdyby mi snad nohy zapustily kořeny do země, to potom nepůjdu, ale i pak radši poprosím dobré lidi, aby mě vykopali. Tuze se mi chce ocel zaseknout do švédského masa, sliny se mi sbíhají jak vlkovi na skopové. Ti mizerové! Parchanti! Blechy jim pořád přeskakují z jednoho punčochatého lýtka na druhé, takže nevydrží v klidu dřepět doma a musí lézt do cizích zemí...
str_npc2_backstory_c|Před několika lety obléhala Kamenec armáda Bohdana Chmelnického. Brzy však v ležení kozáků vypukl mor a museli se od městských hradeb stáhnout. Jenže mor se šíří i v povětří a připravil o život spoustu lidí z města. Mimo jiné i moje rodiče. Dobrovolně jsem tehdy dělal kapitána městské stráže, práce jsem měl až nad hlavu a tak jsem za nimi zašel na hřbitov jen tu a tam po setmění. Hlídači hřbitova se o tom nějak dozvěděli a přidali si k tomu výmysly o podivných zvycích a vypleněných mohylách. Místní hokynáři, vyděšení válkou a morem, mě obvinili ze všemožných smrtelných hříchů a chtěli mě dokonce popravit. Musel jsem z města utéct a s sebou jsem si stačil vzít jenom kord a jedno učené pojednání o bojovém umění.
str_npc3_backstory_c|Když se to dozvěděl, poslal na mě biskup oddíl nájemných žoldnéřů. Ale nečekal jsem na ně, pobral jsem, co se dalo, a zmizel jsem v lese. Časem jsem se doslechl, že mě biskup zbavil svěcení a vyloučil mě z církve.
str_npc4_backstory_c|Když jsem se vrátil domů, viděl jsem, že se na Síči všechno změnilo.
str_npc5_backstory_c|Náš pluk poslali na dovolenku do bohatého velkopolského městečka. Vojáci Jeho Veličenstva krále Karla to samozřejmě považovali za nutné aspoň trochu oslavit. Ale to, že jsem údajně prodal potulnému kupci svou halapartnu a za utržené peníze nechal nalít celé hospodě, to je prachsprostá lež! Přinejmenším se na nic takového nepamatuju... Ráno to ale řekli veliteli pluku a ten mi sebral vojenský patent. Pořád doufám, že se do služby vrátím. Už jsem si sepsal petici a chci ji osobně doručit králi Karlovi. Jenže ten se spolu s naší armádou neustále přesunuje a já už jsem na cestě k němu utratil všechny úspory.
str_npc6_backstory_c|Kdybych se trmácel po všech čertech, stejně bych zle dopadl a ten parchant by mezitím zkusil vlézt mé ženě pod peřinu. Sebral jsem halapartnu po dědkovi, počíhal jsem si na něj na nádvoří a zapíchl jsem ho jako prase. A manželku Nasťu jsem nazítří tajně poslal do Astrachaně ke vzdáleným příbuzným.
str_npc7_backstory_c|Když mi bylo patnáct, poslal mě otec do Moskvy. Nastoupil jsem do nově založeného pluku a asi měsíc jsem tam sloužil. Do první chlastačky. Když jsem se odmítl napít na zdraví našeho vojvody, všichni se ode mě začali odtahovat. Zkoušel jsem si tam najít nějakou jinou práci, jenže kdo v Moskvě potřebuje nedobrovolného abstinenta?
str_npc8_backstory_c|Starého vezíra prostě odpravili. Plakal jsem, když jsem mu utahoval hedvábnou šňůru kolem krku. Jenže nový vezír byla lakomý jako istambulský lichvář. Rozhodl se, že kat žádného pomocníka nepotřebuje, a ještě ten den mě z paláce vyhodili. Dělám teď různé příležitostné práce. Sloužil jsem na jatkách, taky v masném krámě... Klesl jsem tak hluboko, že jsem byl na jednom panském dvoře za deset tolarů ochoten podříznout i prase, čert aby to Alláhem prokleté zvíře vzal...
str_npc9_backstory_c|Zůstal mi jen meč po pradědečkovi a má rytířská čest.
str_npc10_backstory_c|Jak říkají Francouzi, ?herchez la femme, tedy za vším hledej ženu. Narazil jsem tam na jedno nádherné děvče z Kyjeva a zamiloval jsem se tak, že jsem ihned odešel ze služby a pronajali jsme si takový menší palác ve městě. Tři měsíce uletěly jako den. Ale když mi došly peníze a majitel nás vyhodil z domu, utekla mi ta kráska s nějakým obchodníkem od karavany.
str_npc11_backstory_c|Už jsem to ponížení nemohl snášet, tak jsem trochu prohnal chánovy poskoky. Jenže dva týdny na to přitáhlo do našich stepí u Dněpru od Perekopu obrovské vojsko. Musel jsem utéct.
str_npc12_backstory_c|Další den mě povolali k polnímu kozáckému plukovníkovi do Kureněvky. Tak jsem mu ten nápoj předepsal. Ale běda, sotva položil skleničku, začal řvát, jako by ho na nože brali. Vyváděl tak do samého večera a potom zcepeněl. Sanitr, který je ve střelném prachu, mu úplně vypálil vnitřnosti.^^Kureněvští se o tom dozvěděli a rázem jsem měl v patách celý pluk. Slíbili, že mě dají pověsit z hradeb. 
str_npc13_backstory_c|Pocházím z Poltavy. Žila jsem tam spokojeně a nic víc jsem ani nechtěla, ale pak tam najednou začal hynout dobytek. Místní pán už na mě měl dávno spadeno, že prý mu pastviska užírám. Obvinil mě, že jsem ten dobytek uřkla já. Tak mi polili chatrč dehtem a zapálili. Naštěstí se našli dobří lidé, kteří mě včas varovali, tak jsem stihla utéct.
str_npc14_backstory_c|Teď hledám velitele, který by mé schopnosti dostatečně ocenil.
str_npc15_backstory_c|Přiběhly stráže a chtěly mě odvést před soud. Ale to už jsem byla vzteky bez sebe. Sebrala jsem jednomu tady tu sekeru na dlouhé násadě a všechny tři jsem je zahnala až po krk do řeky Volchov. Pak jsem se přestěhovala k sestře, která tu donedávna bydlela, ale ta umřela minulý týden.
str_npc16_backstory_c|Jenže zapomněli, s kým mají tu čest. Další den jsem podřezala všechny stráže a zmizela pod rouškou tmy.
str_npc1_backstory_later|Vlasy už mám, pravda, šedivé, ale sil mi zbývá ještě dost.
str_npc2_backstory_later|Jsem dvořanem a mám vojenské zkušenosti. Vzhledem ke své mizerné situace jsem ale nucen brát každou práci, kterou seženu - nechávám se najímat na ochranu kupeckých karavan nebo jako noční hlídač v měšťanských domech. Taky si občas něco vydělám hrou v karty. Pověz, nehodil by se ti průvodce na cesty?
str_npc3_backstory_later|A teď si hledám nějakou práci...
str_npc4_backstory_later|A teď hledám odvážné chlapy, se kterými bych se mohl vypravit na návštěvu k lechům...
str_npc5_backstory_later|Tak si říkám, nehodil by se ti v družině zkušený landsknecht?
str_npc6_backstory_later|A teď hledám někoho, ke komu bych se přidal na další cestě.
str_npc7_backstory_later|Domů se vrátit nemůžu, tak si zkouším najít nějakou práci.
str_npc8_backstory_later|Od začátku jsem měl spoustu nepřátel. Příbuzným trestanců se těžko vysvětluje, že je to jenom moje práce. A schválně si zkus s takovou pověstí hledat nové místo. Ale jestli potřebuješ člověka, který umí zacházet s oprátkou a se sekerou, jsem ti k službám.
str_npc9_backstory_later|Jsem připraven vstoupit do služeb někoho, kdo bojuje za správnou věc.
str_npc10_backstory_later|Už tu sedím několik dní a za chvíli nebudu mít ani na jídlo.
str_npc11_backstory_later|Začínám si dělat starosti, co se mnou bude. Málokterý velitel vezme do služby takový starý pytel kostí, jako jsem já, i když bych na bojišti polovinu těch velitelů pořád ještě hravě porazil.
str_npc12_backstory_later|Teď si hledám vhodného chlebodárce, kterému bych mohl vyléčit všechny neduhy.
str_npc13_backstory_later|Přišla jsem o střechu nad hlavou a živím se jako příležitostná zlodějka. Ale dobrodružství na vlastní pěst - to není pro mladé děvče dobrý život.
str_npc14_backstory_later|Stručně řečeno, {pane/paní}, nepotřebuješ zkušenou markytánku? Jednotka, která má dobré zásobování, kvalitní střelný prach a v době odpočinku vždycky po ruce lahev dobrého vína - té se vždycky bojuje veseleji.
str_npc15_backstory_later|A tak tu sedím a přemýšlím, kam se teď asi vrtnu.
str_npc16_backstory_later|A teď tedy hledám dobrého člověka, který potřebuje osobního strážce.
str_npc1_backstory_response_1|Už dlouho jsem chtěl za poradce nějakého zkušeného vojáka.
str_npc2_backstory_response_1|A proč by ne. Ostrých kordů není v družině nikdy nazbyt.
str_npc3_backstory_response_1|Kaplan se bude v družině hodit, i když je to církevní zběh.
str_npc4_backstory_response_1|Přidej se ke mně. Snadný život ti slíbit nemůžu, ale kořalkou a válečnými trofejemi si můžeš být jistý.
str_npc5_backstory_response_1|Inu, jestli jsi bojoval pod praporcem samotného Torstenssona...
str_npc6_backstory_response_1|A nechceš cestovat se mnou? Jednorožce ti pravda slíbit nemůžu, ale jinak se ti zle nepovede.
str_npc7_backstory_response_1|Voják, který nepije alkohol? Takový by se mi mohl hodit.
str_npc8_backstory_response_1|Sekerou, pravíš? Inu, proč ne...
str_npc9_backstory_response_1|Co mám s tebou dělat? Tak se přidej ke mně.
str_npc10_backstory_response_1|A nechceš se ke mně přidat?
str_npc11_backstory_response_1|Jestli chceš, rád tě vezmu do družiny.
str_npc12_backstory_response_1|Lapiducha v družině potřebujeme. Přidej se k nám.
str_npc13_backstory_response_1|A nechceš své nadání využívat pod mým praporcem?
str_npc14_backstory_response_1|Zdá se, že opravdu víš, o čem mluvíš...
str_npc15_backstory_response_1|Říkáš, že jsi svému muži rozbila hlavu válečkem na nudle a tři strážné že jsi zahnala halapartnou?
str_npc16_backstory_response_1|Pravda, já vlastně stráž potřebuju...
