str_no_string|BRAK LINII!
str_npc15_backstory_a|Jestem Barbara, z Nowogrodu. Mieszkałam tam całe życie, dopóki nie owdowiałam.
str_npc16_backstory_a|Dokucza? Mnie? Tych, którzy próbowali to robić, nie ma już wśród żywych.
str_npc1_backstory_b|Prędzej liście w lesie zliczyć zdołasz niż wrogów, których ukatrupiłem. Gdybym miał tyle włosów na głowie, ilu ich trupem położyłem, cyrulicy bogaczami by byli tylko dzięki strzyżeniu mojej czupryny. Niech mnie piekło pochłonie, jeżeli kłamię... 
str_npc2_backstory_b|Potworne wymysły o krwiożerczości mojego przodka kazał rozpowszechniać największy wróg Wołochów - król Węgier! Te koszmarne legendy stały się prawdziwym przekleństwem mojej rodziny. Potomkowie Drakuli opuścili Wołoszczyznę, a ja wychowałem się w przygranicznym Kamieńcu. Od niedawna zmuszony jestem do podróżowania.
str_npc3_backstory_b|Jestem ksiądz Spasokukocki. Biskup Rygi dał mi niewielką wiejską parafię, a po tygodniu wyprawił tam swojego posłańca, żeby sprawdzić, jak sobie radzę. Po zakończeniu mszy na Zmartwychwstanie Pańskie ten nudziarz przyszedł do mojej skromnej celi. Na początku zainteresował się, co robi u mnie parafianka, a następnie zaczął pouczać. Dopóki mówił, że nie należy w czasie mszy kręcić kadzidłem nad głową, znosiłem to. Kiedy oznajmił, że modlitwę należy kończyć słowem ''Amen'', a nie tym, którym ja zakończyłem (choć parafianom spodobała się moja wariacja), milczałem. Lecz kiedy zaczął krzyczeć, że w Rydze na rynku widział rzeczy z mojej zakrystii, nie wytrzymałem i tak oćwiczyłem zuchwalca kijem, że go półżywego wywieźli.
str_npc4_backstory_b|W bitwie pod Beresteczkiem, kiedy Lachowie z Pohańcami rozgromili Chmielnickiego, dostałem się do niewoli tatarskiej. Tatarzy wysłali mnie do Kaffy, proponowali, żebym został najemnikiem u sułtana tureckiego. Ale ja wymordowałem strażników i uciekłem.
str_npc5_backstory_b|Służyłem w pułku muszkieterów generała Lennarta Torstenssona, najlepszego szwedzkiego dowódcy. Brałem udział w bitwie pod Jankowem, gdzie rozgromiliśmy doborową armię niemiecką. To były czasy! 
str_npc6_backstory_b|Służba byłaby dobra, gdyby nie pewien pisarz z tajnego prikazu. Chudziutki, kozia bródka, bielmo na oku, a spodobała mu się moja młoda żona. Wiedział, parszywiec, że jest mi wierna, więc wymyślił podłą intrygę. Nagadał naszemu łowczemu, jakobym chwalił się publicznie, że w lesie widziałem cudnego konia, z rogiem na łbie. A pan nasz łasy jest na wszelkie rzadkie zwierzęta. Więc dostałem polecenie - zdobyć to zwierzę, inaczej wyrzucą mnie ze służby i wtrącą do ciemnicy za kłamstwa.
str_npc7_backstory_b|Nazywam się Elizeusz. Jestem czwartym synem riazańskiego bojara Skiby. Ojciec od małego przygotowywał nas do służby wojskowej. Uczyłem się jazdy konnej, strzelania z broni palnej i fechtunku. 
str_npc8_backstory_b|Jestem Bachyt. Piętnaście lat przepracowałem w Bakczysaraju jako pomocnik chańskiego kata. Praca, oczywiście, kłopotliwa, ale podobała mi się. Aż nowy chan wyznaczył nowego wezyra. 
str_npc9_backstory_b|Mój przodek otrzymał swój tytuł od Wielkiego Księcia Olgierda pod koniec XIV wieku. Za męstwo został obdarowany ziemiami pod Briańskiem. Od tej pory wszystkich najstarszych synów w rodzie nazywają jego imieniem. Nasz ród od trzech wieków wiernie służył Wielkiemu Księstwu, a nasze pograniczne ziemie zawsze były kością niezgody między Litwą a Moskwą. Włości nasze chyliły się ku upadkowi, lecz wciąż jeszcze pozostawały pod naszą władzą. Jednak niedawno moskiewski car oddał je swojemu bojarowi.
str_npc10_backstory_b|Przybyłem tutaj na zaproszenie księcia Radziwiłła. Najpierw służyłem w jego straży przybocznej, potem otrzymałem chorągiew piechoty. Pokazaliśmy swą sztukę wojenną. Książę myślał nawet o powierzeniu mi pułku...
str_npc11_backstory_b|Jam przywódca nogajskiej ordy - murza Nogaj. Płynie we mnie krew wielkiego Czyngis-chana, a moi przodkowie znali carów moskiewskich. Nie mogę spokojnie patrzeć, jak Chanatem Krymskim rządzą parweniusze Gerejowie. A muszę im jeszcze płacić daninę.
str_npc12_backstory_b|Francuz był niezwykle gadatliwy. Czegóż on nie wygadywał w czasie leczenia. I że wiśnie pod Perejasławiem rosną nie wyższe niż do pasa, i że raki w ukraińskich rzekach są wielkie jak koty, i że dzieci Tatarów jak psy - rodzą się ślepe i otwierają oczy dopiero w drugim tygodniu życia... I powiedział jeszcze ten Beauplan, że Kozacy na Siczy leczą gorączkę mieszanką z horyłki i prochu... 
str_npc13_backstory_b|Mogę robić eliksiry miłosne, przepowiadać przyszłość, zamawiać powodzenie w walce. A do tego znakomicie naprawiam zęby i leczę konie.
str_npc14_backstory_b|Jestem Ingri z Rewla. Jeśli potrzebujesz zapasów w najniższej cenie lub chcesz korzystnie sprzedać dowolną padlinę - śmiało możesz zwrócić się do mnie. Dostarczałam prowiant i wino przybocznemu pułkowi Karola Gustawa i wszyscy byli zadowoleni. Oczywiście oprócz mojej konkurencji. Te kundle podmieniły jedną z beczek z piwem i moi klienci w dzień urodzin króla raczyli się końskim moczem! Ciężka sprawa! Teraz nie mam już ani uprawnień markietanki, ani oszczędności - jestem wolnym ptakiem. 
str_npc15_backstory_b|Mój mąż nieboszczyk tak rozmiłował się w miodówce, że obijać mnie zaczął. Bywało, że przychodził do domu chwiejnym krokiem i zaraz chwytał za pas... Któregoś razu nie wytrzymałam. Akurat w kuchni ciasto robiłam, a rękę mam ciężką... Walnęłam wałkiem w ciemię i łeb mu rozbiłam.
str_npc16_backstory_b|Pochodzę z Kaffy. Ledwo skończyłam czternaście lat, gdy zabrano mnie od rodziców, zawieziono do Stambułu i zaczęto szkolić do osobistej ochrony. W wieku lat osiemnastu zostałam osobistą strażniczką ulubionej żony sułtana. Jednak wkrótce moja Pani czymś nie dogodziła swemu władcy i udusili ją eunuchowie. Odprawiono mnie do Kaffy - nie do domu, lecz na targ niewolników. Na sprzedaż. 
str_npc1_backstory_c|Widzę, że na wojnę się wybierasz. Jeśli weźmiesz mnie ze sobą, to żeby nawet moje nogi korzenie zapuściły, każę się wykarczować i pójdę. Bardzo chciałbym jeszcze raz skosztować szwedzkiego mięsiwa, jak wilk baraniny! Ach, złoczyńcy, niegodziwcy! Pchły im całe nogi w nogawicach pokąsały, więc nie siedzą w domach, a lezą na cudze ziemie...
str_npc2_backstory_c|Kilka lat temu Kamieniec był oblężony przez armię Chmielnickiego. Wkrótce w kozackim obozie wybuchła epidemia zarazy, więc tamci pouciekali. Jednak morowe powietrze zabrało życie wielu mieszczan. W tym także moich rodziców. Dobrowolnie wziąłem na siebie obowiązki kapitana straży miejskiej i byłem tak zajęty służbą, że mogłem odwiedzać ich groby dopiero po zachodzie słońca. Stróż cmentarny rozpowiedział o tym w piwiarni, dodając od siebie jakieś brednie o rozkopanych grobach. Kupcy, rozeźleni z powodu wojny i dżumy, oskarżyli mnie o wszystkie nieszczęścia i postanowili się ze mną rozprawić. Wszystko, co zdążyłem ze sobą wziąć, uciekając z miasta, to szpada i traktat o sztuce wojennej. 
str_npc3_backstory_c|Biskup, gdy się o tym dowiedział, wysłał po mnie oddział najemników. Nie czekałem na nich, zebrałem wszystko, co mogło się przydać, i uciekłem do lasu. Wkrótce dowiedziałem się, że biskup pozbawił mnie święceń i wygnał z kościoła.
str_npc4_backstory_c|Gdy wróciłem do domu, zobaczyłem, że na Siczy wszystko się zmieniło.
str_npc5_backstory_c|Nasz pułk zatrzymał się na popas w bogatym wielkopolskim miasteczku. My, żołnierze jego wysokości, króla Karola, pozwoliliśmy sobie na odrobinę uciechy. A to, że jakoby sprzedałem wędrownemu handlarzowi swoją halabardę, żeby zamówić napitek dla całej karczmy, to bezczelne łgarstwo! W każdym razie ja niczego takiego nie pamiętam... Rankiem doniesiono o tym dowódcy pułku - pozbawiono mnie patentu wojskowego. Lecz nie tracę nadziei na powrót do oddziału. Już przygotowałem petycję i chcę ją osobiście wręczyć królowi Karolowi. Jednak nasz mężny monarcha nieustannie podróżuje wraz z armią i w pogoni za nią wydałem wszystkie swoje oszczędności.
str_npc6_backstory_c|Cóż było robić - domyśliłem się, co i jak. Ja do ciemnicy, a żonka moja do pisarza pod pierzynę. Wziąłem berdysz po dziadku, poszedłem do pisarza i zaszlachtowałem go jak świnię. A żonę swoją, Nastazję, dzień wcześniej wysłałem do Astrachania, do dalekich krewnych. 
str_npc7_backstory_c|Kiedy skończyłem piętnaście lat, ojciec wysłał mnie do Moskwy. Wstąpiłem do nowego pułku i przesłużyłem tam miesiąc. Do pierwszej uczty. Po tym, jak kategorycznie odmówiłem wypicia za zdrowie naszego dowódcy, wszyscy się ode mnie odwrócili. Próbowałem znaleźć dla siebie miejsce w jakimś prikazie, ale komu w Moskwie potrzebny jest człek, co nie pije? 
str_npc8_backstory_c|Starego wezyra odprawiono z urzędu. Płakałem, zaciskając na jego szyi jedwabny sznur. A nowy wezyr okazał się skąpy jak stambulski dusigrosz. Zdecydował, że kat nie potrzebuje pomocnika i tego samego dnia wyrzucono mnie z pałacu. Teraz chwytam się każdej roboty - pomocnika w jatce, rozbieracza tusz w rzeźni. Upadłem tak nisko, że za 10 talarów zgodziłem się zabić świnię w pewnym kozackim chutorze, niech szatan porwie to przeklęte przez Allaha zwierzę... 
str_npc9_backstory_c|Jedyne, co mi zostało, to miecz po pradziadku i honor rycerski.
str_npc10_backstory_c|Jak to mówią Francuzi, ''cherchez la femme''. Spotkałem w tych okolicach przepiękną pannę, kijowiankę, i zakochałem się w niej tak, że natychmiast porzuciłem służbę i wziąłem dla nas w arendę dom w mieście. Trzy miesiące minęły jak jeden dzień. Lecz gdy skończyły mi się pieniądze i właściciel wyrzucił nas z domu, Panienka uciekła z wędrownym handlarzem skórek.
str_npc11_backstory_c|Miałem już dość upokorzeń i przepędziłem baskaków chana. Po dwóch tygodniach na nasze naddnieprzańskie stepy od strony Perekopu przyszło wielkie wojsko. Musiałem uciekać. 
str_npc12_backstory_c|Następnego dnia wezwano mnie do chorego dowódcy kozackiego, do Kureniowki. Więc i jemu ten napitek przepisałem. Biedak po wypiciu szklanki jęczał jak zarzynany. I tak wył aż do wieczora, potem ducha wyzionął. Saletra z prochu wszystkie kiszki mu przepaliła.^Kureniowcy, gdy dowiedzieli się, co się stało, gonili mnie prawie całym pułkiem. Chcieli zrobić bęben z mojej skóry.
str_npc13_backstory_c|Pochodzę z Połtawy. Żyłabym sobie spokojnie, gdyby jesienią, jak na złość, nie zaczęło padać bydło. Miejscowy ojczulek, który już dawno miał do mnie żal, że mu niby owieczki odbieram, oznajmił, że to ja bydło zauroczyłam. Tego wieczora moją chałupę wymazano dziegciem i spalono. Na szczęście znaleźli się dobrzy ludzie, zdążyli mnie uprzedzić i udało mi się uciec.
str_npc14_backstory_c|Teraz znów szukam dowódcy, który doceni moje umiejętności.
str_npc15_backstory_c|Podniosła się wrzawa, przybiegli strażnicy i chcieli mnie pod sąd oddać. Tak się rozzłościłam, że się zapomniałam. Odebrałam jednemu z nich ten topór na długim trzonku i wszystkich trzech zapędziłam aż po szyję w Wołchow. Sama uciekłam do siostry, która do niedawna mieszkała tutaj, a tydzień wcześniej oddała ducha Bogu.
str_npc16_backstory_c|Ale oni zapomnieli, z kim mają do czynienia. Na drugi dzień wycięłam wszystkich strażników i zniknęłam pod osłoną nocy.
str_npc1_backstory_later|Ja, choć posiwiałem, wciąż jestem w pełni sił. Więc bierz mnie ze sobą, nie zastanawiaj się.
str_npc2_backstory_later|Jestem szlachcicem i mam doświadczenie wojenne. Lecz bieda zmusza mnie, bym chwytał się każdego zajęcia - czy to ochrona kupców, czy nocna warta przy domach szlachty. Do tego zarabiam jeszcze grą w karty. Nie potrzebujesz czasem rozsądnego towarzysza?
str_npc3_backstory_later|Więc zastanawiam się, czym się teraz zająć...
str_npc4_backstory_later|Teraz szukam zdecydowanych chłopów, żeby wraz z nimi pohulać po majątkach Lachów.
str_npc5_backstory_later|Chciałbym się dowiedzieć, czy nie przydałby Ci się w oddziale landsknecht weteran?
str_npc6_backstory_later|A teraz szukam towarzyszy podróży.
str_npc7_backstory_later|Do domu wrócić nie mogę, więc próbuję sobie znaleźć jakieś zajęcie.
str_npc8_backstory_later|Były kat ma wielu wrogów. Krewnym skazanych nie wyjaśnisz, że to tylko praca. Zresztą, spróbuj z taką reputacją coś dla siebie znaleźć. Ale jeśli potrzebujesz człowieka, który znakomicie włada sznurem i toporem - jestem do usług.
str_npc9_backstory_later|Jestem gotów pójść za tym, kto walczy w słusznej sprawie.
str_npc10_backstory_later|Siedzę tu już kolejny dzień i przejadam ostatnie pieniądze.
str_npc11_backstory_later|Zajmuję się tym, co mi się trafi. Rzadko który dowódca zgodzi się wziąć na służbę takie próchno jak ja, nawet jeśli w walce jestem w stanie pokonać połowę takich jak on.
str_npc12_backstory_later|Teraz szukam zaufanego protektora, którego mógłbym wyleczyć z wszelkich niemocy.
str_npc13_backstory_later|Zostałam bez dachu nad głową i zajmuję się wędrownym wróżbiarstwem. Lecz podróże w pojedynkę to nie jest zajęcie dla młodej dziewczyny.
str_npc14_backstory_later|Tak przy okazji, {meister/pani}, nie potrzebujesz doświadczonej markietanki? Kiedy w taborze pełno prowiantu, w beczkach dobry proch, a w dni wolne zawsze pod ręką butla dobrego wina - to i wojować przyjemniej.
str_npc15_backstory_later|Więc siedzę i dumam, co teraz zrobić.
str_npc16_backstory_later|Teraz szukam dobrego człowieka, który potrzebuje ochrony.
str_npc1_backstory_response_1|Już od dawna marzyłem o tym, żeby mieć wśród doradców znamienitego wojownika.
str_npc2_backstory_response_1|Przysiądziesz się? Omówilibyśmy kilka spraw. Ostra szpada w oddziale zawsze się przyda.
str_npc3_backstory_response_1|Kapelan, choć i były, zawsze przyda się w oddziale.
str_npc4_backstory_response_1|Jedź ze mną. Nie obiecuję lekkiego życia, ale na horyłkę i trofea możesz liczyć.
str_npc5_backstory_response_1|Żołnierz, który wojował pod dowództwem samego Torstenssona, mógłby mi się przydać...
str_npc6_backstory_response_1|Jedź ze mną. Rogatego konia nie obiecuję, ale innej dziczyzny Ci nie zabraknie.
str_npc7_backstory_response_1|Niepijący żołnierz? Akurat ktoś taki jest mi potrzebny.
str_npc8_backstory_response_1|Cóż, potrzebuję rębajły w oddziale...
str_npc9_backstory_response_1|No cóż, skoro tak, to przyłącz się do mnie.
str_npc10_backstory_response_1|A nie chciałbyś wybrać się ze mną?
str_npc11_backstory_response_1|Chętnie przyjmę Cię do oddziału, jeśli się zgodzisz.
str_npc12_backstory_response_1|Przyda się lekarz w oddziale. Przyłącz się do mnie.
str_npc13_backstory_response_1|A nie chcesz rozwijać swoich talentów pod moim przywództwem?
str_npc14_backstory_response_1|Cóż, przydasz mi się w moim oddziale.
str_npc15_backstory_response_1|Mówisz, że mężowi wałkiem łeb rozpłatałaś, a trzech strażników rozpędziłaś halabardą?
str_npc16_backstory_response_1|Możesz przydać się w moim oddziale.
str_npc1_backstory_response_2|Chętnie bym Cię wziął, ojcze, ale nie teraz, trochę później.
str_npc2_backstory_response_2|Dziękuję, ale nie potrzebuję nowych towarzyszy.
str_npc3_backstory_response_2|Nie. Wystarczyła mi jedna rozmowa z Tobą.
str_npc4_backstory_response_2|Nie wydaje mi się, żeby tak sławny wojownik zgodził się walczyć pod moim dowództwem.
str_npc5_backstory_response_2|Musisz wrócić do szwedzkiej armii. Nie po drodze nam.
str_npc6_backstory_response_2|Smutna historia, ale już ją gdzieś słyszałem. Żegnaj!
str_npc7_backstory_response_2|Kozacy powiadają: ''Niepijący człowiek jest albo chory, albo podły''. Więc sam rozumiesz...
str_npc8_backstory_response_2|Wybacz, nie potrzebuję kata. Zwróć się do kogoś innego.
str_npc9_backstory_response_2|Każdy po swojemu rozumie słuszną sprawę. Myślę, że nie będę dla Ciebie dobrym towarzyszem.
str_npc10_backstory_response_2|Radzę Ci wrócić na służbę.
str_npc11_backstory_response_2|Fakt, wojownik to nie cała armia. Znajdź sobie nową ordę...
str_npc12_backstory_response_2|Nie, przyjacielu! Jeszcze i mnie jakąś trutką poczęstujesz.
str_npc13_backstory_response_2|Zawsze uważałem czarodziejów za oszustów. Najwyraźniej dostałaś to, na co zasłużyłaś.
str_npc14_backstory_response_2|Boję się, że mój portfel nie wytrzyma przy twoim talencie. Na razie moja odpowiedź brzmi ''nie''.
str_npc15_backstory_response_2|Tak. Tym, którzy się z Tobą związali, nie ma czego zazdrościć...
str_npc16_backstory_response_2|Zdaje się, że lepiej nie mieć z Tobą nic wspólnego...
str_npc1_signup|No i dobrze. Teraz zjemy obiad i w drogę!
