str_no_string|¡NO STRING!
str_npc4_backstory_b|Durante la batalla de Berestechek, cuando los polacos y los crimeos aplastaron las fuerzas de Hmelnitski, fui capturado por los tártaros. Me llevaron a Kafa y me ofrecieron servir como mercenario al sultán turco, pero en lugar de ello, maté a los guardias y hui.
str_npc5_backstory_b|Serví en el regimiento de mosqueteros del general Lennart Torstenson, el mejor oficial de toda Suecia. Participé en la batalla de Jankau, donde derrotamos a lo mejorcito de las tropas alemanas. ¡Ah, qué tiempos!
str_npc6_backstory_b|Mi servicio fue bien, o lo habría ido de no ser por un funcionario del Departamento Secreto. Un tipo delgado de ojos grises y con perilla que se encaprichó con mi mujer, y como el desgraciado sabía que ella me era fiel, ideó una sucia estratagema con los poderes que le otorgaba su cargo. Le contó al funcionario jefe de caza que yo había estado jactándome de haber visto un caballo asombroso en el bosque con un cuerno en la cabeza. A nuestro señor le gustan los animales raros, de modo que me confiaron la misión de capturar a dicho animal, o me echarían y me encerrarían por decir estupideces.
str_npc7_backstory_b|Me llamo Yelisey. Soy el cuarto hijo del noble Skiba de Ryazan. Desde que nací, mi padre me preparó para servir como soldado. He aprendido a montar, a disparar pistolas y a defenderme.
str_npc8_backstory_b|Soy Bakhyt. Durante quince años fui ayudante del verdugo del kan en Bakhchisaray. Había mucho trabajo, pero no me importaba... Bueno, hasta que el nuevo kan designó a un nuevo visir.
str_npc9_backstory_b|Mi antepasado recibió su título del Gran Príncipe Algirdas, a finales del siglo XIV. En recompensa por su gran valor militar, se le concedieron unas vastas tierras cerca de la ciudad de Bryansk. Desde aquel día, todos los primogénitos de nuestra familia llevan su nombre. Nuestra casa sirvió con lealdad al gran ducado de Lituania durante tres siglos, mientras nuestras tierras fronterizas siempre eran motivo de disputa entre Lituania y Moscú. Nuestras propiedades cayeron poco a poco víctimas de la decadencia, pero nosotros nunca las abandonamos. No obstante, el zar de Moscú las regaló recientemente a uno de sus nobles.
str_npc10_backstory_b|He venido por invitación del príncipe Radziwill. Primero serví en su regimiento de guardaspaldas, y luego como parte de la infantería. En el campo de batalla éramos los soldados más destacados. El príncipe incluso consideró la posibilidad de otorgarme el mando de un regimiento...
str_npc11_backstory_b|Soy el mirza de Nogai, señor de la horda de Nogai. La sangre del majestuoso Gengis Khan corre por mis venas, y mis antepasados estaban relacionados con los zares de Moscú. ¡No os podéis imaginar lo mucho que me ofende ver a los Giray, de tan baja alcurnia, gobernando el kanato de Crimea! ¡Hasta tengo que rendirles homenaje! ¡Qué insulto!
str_npc12_backstory_b|El francés era muy hablador. ¡Menudas historias que me contaba mientras lo trataba! De unos cerezos bajo Pereyaslav que solo crecían hasta la cintura, y de un cangrejo de los ríos de Ucrania ¡casi tan grande como un gato! Y que los niños tártaros nacían ciegos, como los cachorros, y no abrían los ojos hasta la segunda semana... Entre otras historias, Beuplan me contó que los cosacos de la Sich tratan la fiebre mezclando vodka con pólvora...
str_npc13_backstory_b|Puedo hacer pociones de amor, leer el futuro y utilizar la brujería para invocar a la suerte en la batalla. También se me dan bien la adivinación y curar caballos.
str_npc14_backstory_b|Me llamo Ingri, y vengo de Reval. Si necesitáis provisiones por un precio increíble, o si deseáis vender vuestra mercancía por el triple de su precio habitual, contad conmigo. Antes me encargaba de la comida y vino del regimiento de la corte del mismísimo Carlos Gustavo, y todo el mundo estaba muy contento conmigo, excepto mi competencia, claro. Y un día esos malnacidos cambiaron uno de mis barriles de cerveza y mis clientes bebieron pis de caballo en lugar de cerveza, ¡nada más y nada menos que en el cumpleaños del rey! Tuve muy mala suerte, la verdad. Ahora no tengo patente ni tampoco ahorros. Soy libre como un pájaro, me guste o no.
str_npc15_backstory_b|Tras aficionarse al aguamiel, mi difunto marido empezó a pegarme. Muchas veces volvía a casa completamente borracho y se iba directo a buscar el cinturón... Un día que ya no podía más, cuando apareció, yo estaba amasando en la cocina, agotada de tanto trabajar, y le asesté un golpe en la cabeza con el rodillo y le partí el cráneo.
str_npc16_backstory_b|Nací en Kafa. Cuando cumplí los catorce años, me separaron de mis padres, me llevaron a Istanbul y me entrenaron como guardia. A los dieciocho, me convertí en guardaespaldas de la querida esposa del Sultán. Pero al poco tiempo, mi hanum debió de ofender al señor y los eunucos la estrangularon. Después de eso, volví a Kafa, pero no a mi casa, sino al mercado de esclavos, donde me vendieron.
str_npc1_backstory_c|Veo que os preparáis para la guerra. Y si me llamáis para que vaya con vos, solo si me crecieran raíces en los pies rehusaría ir. ¡Y aún así intentaría arrancar las raíces del suelo! Estoy ansioso por volver a vérmelas con los suecos, igual que un lobo ansía atrapar a un cordero. ¡Son unos bribones! Deben de tener las calzas llenas de pulgas que les pican las piernas, si no pueden quedarse quietos en casa en lugar de ir a molestar a las tierras que no son suyas.
str_npc2_backstory_c|Hace varios años, el ejército de Hmelnitski puso sitio a Kamenets. Poco después, una plaga asoló el campamento cosaco y terminaron retirándose. Pero la misma epidemia acabó con las vidas de muchos ciudadanos, incluidos mis padres. Yo me ofrecí voluntario para ser el capitán de la guardia de la ciudad, y solo podía visitar su tumba al anochecer, de lo ocupado que estaba. El guarda del cementerio lo comentó en una taberna, y se inventó unas historias de profanaciones de tumbas. Los mercaderes, con los ánimos exacerbados por la guerra y la epidemia, me acusaron de pecados mortales, y se obsesionaron con mi destrucción. Lo único que me pude llevar al huir fue mi espada y un tratado sobre el arte de la guerra.
str_npc3_backstory_c|El obispo, al enterarse, envió a un grupo de mercenarios para que se encargaran de mí. Yo no quise esperar a que vinieran por mí, por eso cogí mis pertenencias y hui al bosque. Luego descubrí que el obispo me había apartado del sacerdocio y excomulgado.
str_npc4_backstory_c|Pero cuando volví a casa, vi lo mucho que había cambiado la Sich.
str_npc5_backstory_c|Mi regimiento quedó de permiso en una próspera ciudad de Gran Polonia, y nosotros, soldados de Su Majestad el rey Carlos, aprovechamos para descansar un poco. ¡Y la historia de que vendí mi alabarda a un comerciante es mentira! Es decir, yo no recuerdo nada de eso... A la mañana siguiente, llegó a oídos de mi comandante y me quitó el privilegio de soldado, pero yo no he perdido la esperanza de volver a alistarme. Ya he preparado una petición, que entregaré personalmente al rey Carlos. Sin embargo, el cuartel general de nuestro augusto monarca se desplaza con el ejército, y he dilapidado casi todos mis ahorros persiguiéndolo.
str_npc6_backstory_c|No podía hacer nada... Mi sino era terminar en la cárcel, y mi mujer iría directa a la alcoba de aquel funcionario. Así que cogí el hacha de petos, me fui a casa del funcionario y lo ejecuté como a un cerdo. A mi mujer, Nastasia, la envié en secreto a Astrakhan, con unos familiares lejanos.
str_npc7_backstory_c|Pero no me considero desafortunada, forastero, no más que cualquier otra mujer en este villorrio fétido, este basurero entre naciones, poblado por simios y chacales.
str_npc8_backstory_c|El viejo visir fue retirado del cargo. Lloré cuando lo estragulé con un hilo de seda. El nuevo visir era un miserable, el típico banquero de Istanbul. Decidió que el verdugo no necesitaba ayudantes, de modo que me echaron de palacio ese mismo día. Ahora me gano el pan como puedo: trabajando de ayudante del carnicero en los mercados, cortando huesos en el matadero. Incluso caí tan bajo que acepté un trabajo para matar un cerdo en la granja de un cosaco, ¡por diez táleros! Que Shaitán maldiga a esa bestia condenada por Alá.
str_npc9_backstory_c|Todo lo que me queda es la espada de mi padre y mi honor de caballero.
str_npc10_backstory_c|Como dicen los franceses, "cherchez la femme". Conocí a una preciosa doncella de Kiev aquí, así que dejé el servicio de inmediato y alquilé una mansión, donde nos dedicamos a la vida contemplativa. Pasaron tres meses en un suspiro. Pero se me terminó el dinero y el propietario me echó de la mansión, y la chica se marchó con un comerciante de pieles que pasaba por allí.
str_npc11_backstory_c|Me cansé de tanta humillación y eché a los recaudadores de impuestos del kan de mi casa. Dos semanas más tarde, una numerosa tropa llegó a nuestras tierras situadas a lo largo de Dniepr, cerca de Perekop. No tuve más remedio que huir.
str_npc12_backstory_c|Al día siguiente me llamaron para atender a un coronel cosaco enfermo en Kurenevka, y le di el mismo tratamiento. El pobre hombre se tomó el remedio con avidez y gritó como un loco durante todo el día, hasta que murió por la noche. El sodio le había quemado los intestinos.^La gente de Kurenevka se enteró y envió a casi un regimiento entero a buscarme, y me amenazaron con hacer un tambor con mi piel.
str_npc13_backstory_c|En cuanto a mí, yo procedo de Poltava. Mi vida habría sido perfecta de no haber sido por aquella desafortunada plaga que asoló el ganado el pasado otoño. El cura del pueblo no me soportaba, porque sospechaba que le estaba robando la parroquia o alguna tontería así. Me acusó de brujería y dijo que había sido yo el que había matado al ganado. Esa misma noche rociaron mi casa y la quemaron. Por suerte, unas almas piadosas me avisaron a tiempo y pude escapar.
str_npc14_backstory_c|Ahora busco un comandante que pueda valorarme.
str_npc15_backstory_c|¡Menudo lío se armó entonces! Los guardias vinieron a por mí, querían llevarme ante el juez. Yo estaba tan rabiosa que estaba fuera de mí. Cogí el arma de uno de los guardias y los hice meterse en el río Volkhov hasta que el agua les llegaba al cuello. Entonces hui hasta aquí, a casa de mi hermana... Ella vivía aquí, pero falleció hace una semana.
str_npc16_backstory_c|Pero olvidaron con quien estaban tratando. La segunda noche, descuarticé a todos los guardias y hui.
str_npc1_backstory_later|Aunque soy viejo y tengo el pelo canoso, aún estoy lleno de fuerza. ¡Debéis llevarme con vos! 
str_npc2_backstory_later|Soy noble y tengo mucha experiencia en la guerra, pero por culpa de mi penosa situación he tenido que hacer muchos trabajos: de guardia para los mercaderes, de vigilante nocturno en una casa de nobles... incluso he tenido que jugar a las cartas para comer. Pero ¿quizá vos necesitéis un compañero?
str_npc3_backstory_later|Y ahora me pregunto hacia dónde me llevará la vida...
str_npc4_backstory_later|Ahora busco a hombres osados que den a los polacos una buena lección...
str_npc5_backstory_later|¿No necesitaréis por casualidad a un veterano mercenario en vuestro grupo?
str_npc6_backstory_later|Ahora busco compañeros por el camino.
str_npc7_backstory_later|No me es posible volver a casa, por lo que busco cualquier trabajo con el que sustentarme.
str_npc8_backstory_later|Los verdugos retirados tienen muchos enemigos. No puedo explicar a los familiares del fallecido que yo simplemente me dedicaba a hacer mi trabajo. Y con un nombre como el mío, encontrar un trabajo es una misión imposible. Pero si necesitáis un hombre que domine el hacha y el nudo corredizo, estoy a vuestro servicio.
str_npc9_backstory_later|Estoy listo para seguir a aquel que lucha por una causa justa.
str_npc10_backstory_later|Y aquí estoy, sentado, desde hace días, malgastando lo último que me queda de dinero.
str_npc11_backstory_later|He hecho muchas cosas en mi vida. Pero raro sería que un comandante contratara a un viejo como yo, aunque valga por una docena de hombres en el campo de batalla.
str_npc12_backstory_later|Ahora, naturalmente, busco un benefactor de fiar, alguien a quien pueda curarle alguna enfermedad.
str_npc13_backstory_later|Pero ahora me he quedado sin hogar, y paso como puedo, leyendo la buenaventura en la carretera; aunque vagar por los caminos solitarios no sea nada recomendable para una joven.
str_npc14_backstory_later|Por cierto, {señor/señora}, ¿no necesitaréis por casualidad a alguien que se ocupe de la intendencia? Cuando los carros van repletos de provisiones, los barriles están llenos de pólvora buena y siempre hay una botella de vino para los días de descanso, la guerra va mucho mejor, creedme.
str_npc15_backstory_later|Y ahora aquí estoy, pensando dónde ir.
str_npc16_backstory_later|Ahora busco a un buen hombre que necesite un guardia de fiar.
str_npc1_backstory_response_1|Hace mucho tiempo que sueño con tener un famoso guerrero como consejero.
str_npc2_backstory_response_1|Bueno, en mi grupo nunca está de más una hoja afilada.
str_npc3_backstory_response_1|Un cura, aunque hubiera sido apartado del sacerdocio, sería una buena anexión para el grupo.
str_npc4_backstory_response_1|Venid conmigo. No os prometo una vida fácil, pero sí mucho vodka y botines de guerra.
str_npc5_backstory_response_1|Un soldado que haya luchado bajo las órdenes del mismísimo Torstenson me puede ser de gran utilidad...
str_npc6_backstory_response_1|Seguidme. No os puedo prometer un caballo con cuernos, pero encontraremos muchos otros animales de caza.
str_npc7_backstory_response_1|¿Un soldado sobrio? Eso es exactamente lo que necesito.
str_npc8_backstory_response_1|Bueno, la verdad es que necesito espadachines en mi grupo.
str_npc9_backstory_response_1|Bueno, si es así, podéis venir conmigo.
str_npc10_backstory_response_1|¿Os gustaría venir conmigo?
str_npc11_backstory_response_1|Estaré encantado de aceptaros en mi grupo si estáis dispuesto a cabalgar conmigo.
str_npc12_backstory_response_1|De hecho, necesito a un médico en el grupo. Por favor, venid conmigo.
