str_no_string|NO STRING!
str_npc12_backstory_a|Kievliyim. Kiev-Bratsk kolejinde okuyup yazmayı öğrendim ve ardından doktor oldum. Şimdiye kadar Kurenevskoe'daki Kazaklara hizmet sundum. Akşamdan kalmalıklarını tedavi ettim, kan boşaltmalarını yaptım, yaralarını iyileştirdim. O Fransız harita bilimciyle tanışmasaydım nasıl bir hayatım olurdu ki... adı neydi bakayım... Guillaume de Beauplan. Kiev'den geçerken hastalanmış, ben de sülükleri tatbik etmek için çağrılmıştım.
str_npc13_backstory_a|Ben kâhin Oksana. Sihir sanatı nesiller boyunca ailemde hep var olmuş. Nineden toruna.
str_npc14_backstory_a|Kesinlikle. Ben İsveç kralının bizzat kendisinden onaylı bir ordu levazımatçısıyım. Ya da öyleydim...
str_npc15_backstory_a|Ben Novgorodlu Varvara. Dul kalmadan önceki hayatımın tümünü orada geçirdim.
str_npc16_backstory_a|Alınmak mı? Ben mi? Dediğime inan, bana hakaret etmeye çalışan kimse artık hayatta değil.
str_npc1_backstory_b|Öldürdüğüm adamları sayacağına bir ormandaki yaprakları saysan işin daha çabuk biter. Devirdiğim düşman sayısı kadar saçım olsaydı berberler bayram ederdi! Yalanım varsa namerdim...
str_npc2_backstory_b|Macar kralı Valakların düşmanıdır ve atalarımın kana susamış caniler olması gibi asılsız iddialar ortaya atmıştır. Bu yalanlar bütün sülalemin başına bela olmuştur. Drakula'nın soyu Transilvanya'yı terk etmişler, mesela ben sınıra yakın Kamenets şehrinde büyüdüm. Bir süredir seferi hayatı yaşıyorum. Kendim için bir hayat seçecek olsam bunu istemezdim.
str_npc3_backstory_b|Ben Spasokukotski'nin rahibiyim. Riga piskoposu beni ufak bir köy kilisesinde görevlendirdi ve daha haftası dolmadan işimi iyi yapıp yapmadığımı kaydetsin diye arkamdan bir zangoç gönderdi. Pazar ayininden sonra bu benim odama geldi. Önce yatağımda neden bir kadın olduğunu irdelemeye başladı ve sonra arsızca bana vaazlar vermeye başladı. Yok {beyim/hanımım} buhurluk seremoni sürerken kafanın etrafında çevrilmezmiş de neymiş. Buna dayanabildiğim kadar dayandım. Sonra {beyim/hanımım} dualar Aminle bitmeliymiş de benim bitiriş şeklimle olmazmış, haydi buna da dayandık. Neden? Cemaat benim tarzım seviyor çünkü biliyorum! Sonra bu bağırıp çağırmaya başladı, ben kilisenin mallarını Riga pazarında satıyormuşum diye. Artık ondan sonra ben de tutmadım kendimi bunu sopayla öyle bir dövdüm ki kaçıp canını zor kurtardı.
str_npc4_backstory_b|Beresteçek savaşında Lehler ve Kırımlılar Hmelnitski'nin kuvvetlerini bozguna uğratınca ben de Tatarlar tarafından esir alındım. Beni Kafa'ya getirip Osmanlı Padişahı adına paralı asker olarak çalışmam için teklifte bulundular. Ama ben bunun yerine nöbetçileri öldürüp kaçtım.
str_npc5_backstory_b|İsveç'in en değerli kumandanı General Lennart Torstenson'un atıcı birliğinde görevliydim. Alman kuvvetlerini ezip geçtiğimiz Jankau savaşında saflardaydım! Ne günlerdi onlar ama!
str_npc6_backstory_b|Bir tek şu Gizli departman katibi olmasaydı hizmetlerim iyiydi diyebilirdim... Sıska, boş bakışlı, keçi sakallı çirkin bir tipti ve benim karıma göz koymuştu. Adi, herif karımın bana sadık olduğunu biliyordu ama makamını kullanarak adice planlar yaptı. Av katibine demiş ki ben ormanda alnının ortasında bir de boynuzu olan muhteşem bir at gördüğümü anlatıp kamptaki herkesin önünde böbürleniyormuşum. {beyim/hanımım}iz nadir bulunan hayvanlara karşı çok ilgilidir, onun için hemen beni bu mahluku bulmak ve yakalamakla görevlendirdi – ha, kabul etmesem “boş boş konuşmaktan” hücreye attıracaktı.
str_npc7_backstory_b|Adım Yelisey. Ryazan beyi Skiba'nın dördüncü çocuğuyum. Daha kundaktan itibaren babam beni bir savaşçı olmam için hazırladı. At binmeyi, piştovla atış yapmayı ve kılıç kullanmayı öğrendim.
str_npc8_backstory_b|Adım Bahit. On beş yıl boyunca Hanın Bahçesaray'daki celladının yardımcılığını yaptım. İşler yoğundu ama sorun etmedim... Tabi Han yeni bir vezir atayana kadar...
str_npc9_backstory_b|Atam ünvanını 14. yüzyılda Ulu Prens Algirdas'dan almış. Askeri başarıları sebebiyle ona Bryansk yakınlarında geniş topraklar bahşedilmiş. O günden beri ailenin en büyük oğulları onun adını taşır. Sülalemiz üç asırdır topraklarımız Litvanya ve Moskova arasında hep çekişmelere sebep olmuş olsa bile Litvanya Dukalığına sadakatle hizmet vermiştir. Mülklerimiz bizden çıkmaya başlasa da hala bizlerin kontrolündeydi. Ama yakınlarda Moskova Çarı toprağımızı kendi soylularından birine verdi.
str_npc10_backstory_b|Buraya Prens Radziwill'in davet üzerine geldim. Başta onun muhafız alayındaydım, sonra da piyade takımına geçtim. Savaş meydanlarında başarımızla aradan sıyrıldık. Prens bana bütün bir alayın komutasını vermeyi bile düşündü...
str_npc11_backstory_b|Ben Nogay göçebelerinin lideri Mirza Nogay'ım. Ulu Kağan Cengiz Han'ın kanı benim damarlarımda akar, atalarım da Moskova Çarlarının akrabalarıdırlar. Giray denen aşağılığın Kırım Hanlığı'nı yönetmesinin beni ne kadar öfkelendirdiğini bir düşün! Hatta onlara vergi vermeye bile mecburum! -- Bu nasıl bir aşağılamadır böyle!
str_npc12_backstory_b|Fransız amma da konuştu. Tedavisiyle uğraşırken ne hikayeler anlattı! Pereyaslav'daki, sadece bel hizasına kadar büyüyen vişne ağaçlarından bir de Ukrayna nehirlerinde yaşayan kedi boyunda bir balıktan! Sonra, Tatar bebelerin kukla gibi kör doğup da ikinci hafta gözlerinin açılmasından... Diğer hikayelerin de yanında Beauplan bir de dedi ki Sich Kazakları ateşi votka ve barutu karıştırıp tedavi ederlermiş...
str_npc13_backstory_b|Aşk iksirleri yapabilir, geleceği görebilir ve savaşta şans getirmesi için sihrimi kullanabilirim. Falcılıkta ve atları iyileştirmede de iyiyimdir.
str_npc14_backstory_b|Adım Ingri, Revalliyim. Eğer harika fiyatlara erzak almak veya eldeki malları pazarın üç katı paraya satmak istersen, senin adamın benim! Carl Gustaf'ın muhafız alayının bütün yeme içme ihtiyaçlarını ben karşıladım ki herkes yaptığım işten ziyadesiyle memnun kaldı. Rakiplerim dışında tabi! Sonraki günlerden birinde bu adiler benim bira fıçılarımdan birini değiştirmişler ve müşterilerim bira yerine at sidiği içmek durumunda kalmışlardı – hem de bu olay kralın doğum gününde oldu! Bas baya kör talih işte, başka denilecek bir şey yok. Benim hiçbirikimim de yok işin kötüsü. Kuş gibi hürüm de diyebilirsin.
str_npc15_backstory_b|Bal likörüne fazlaca gömülünce eski kocam beni dövmeye başladı. Çoğunlukla eve körkütük sarhoş gelir ve direk darbeler indirmeye başlardı... Birgün artık yeter dedim. Eve geldiğinde mutfakta yorgun argın hamur yoğuruyordum... Oklavayı kafasına indirdim – ve kafasını kırdım. 
str_npc16_backstory_b|Kafa'da doğdum. On dört yaşıma vardığımda ebeveynlerimin yanından alınıp muhafız eğitimi almak için İstanbul'a götürüldüm. On sekiz yaşımda Sultanın kadınlarından birinin muhafızı olarak görevlendirildim. Neden sonra o kadın hadım harem ağaları tarafından boğuldu ve ben de Kafa'ya gönderildim. Gerçi evime değil – satışa çıkarıldığım köle pazarınaydı gidişim.
str_npc1_backstory_c|Harbe hazırlandığını görüyorum. İsveçli etine olan iştahım kabardı! Aynen bir kurdun kuzu etine duyacağı iştah gibi! Hepsi serseri değil mi onların! Sanırsın çoraplarının içine sinekler kaçmış, etlerini ısırmış da bunlar yerlerinde oturamayıp başkalarının topraklarına girip duruyorlar...
str_npc2_backstory_c|Yıllar önce, Hmelnitski'nin ordusu Kamenets'i kuşatma altına almıştı. Akabinde Kazakların kurduğu kampı bir salgın vurmuştu ve toparlanıp geri çekilmişlerdi. Ama o aynı salgın şehirde çok canlar almıştı, bunlara benim ebeveynlerim de dahil. Şehir muhafızlarının komutanı olarak gönüllü yazıldım ve mezarlarını sadece gün batımından sonra ziyaret edebildim. O kadar meşguldüm yani! Mezarlığın bekçisi bir handa bununla ilgili hikayeler uydurup lafı mezar hırsızlığına bağlamış. Savaştan ve salgından gözleri dönmüş tüccarlar beni ölümcül günahlar işlemekle itham ettiler ve beni mahvetmeye and içtiler. Şehirden kaçarken yanıma alabildiklerim sadece kılıcım ve muharebe bilgilerimdi.
str_npc3_backstory_c|Bundan haberdar olan piskopos ardımdan bir takım paralı askerler gönderdi. Onların gelmesini bekleyecek halim yoktu, ben de toparlanıp ormana doğru kaçtım. Sonradan öğrendim ki o piskopos tarafından aforoz edilmişim!
str_npc4_backstory_c|Ama eve döndüğümde Sich'de her şeyin değişmiş olduğunu gördüm.
str_npc5_backstory_c|Lehistan'ın büyük bir şehrinde bütün alay izne çıktı. Majesteleri Kral Karl'ın askerleri olarak bir miktar dinlenme fırsatı bulduk. Ha, teberimi de bir tüccara sattığım hikayesi de külliyen yalan! Hayır öyle bir şey hatırlamıyorum... Sabahleyin böyle bir laf çıktı, döndü dolaştı alay komutanının kulağına gitti o da beni askerlikten attı. Ama hala tekrar yazılabilme umudum var. Şimdiden Kral Karl'a elden ulaştırmayı düşündüğüm bir başvuru hazırladım bile. Ancak ordu o kadar hareket halinde ki onu kovalayacağım diye elde avuçta olan her şeyi tükettim.
str_npc6_backstory_c|Yapabileceğim hiçbir şey yoktu... İçeri tıkılmak benim kaderim olmuştu, karım da o katibin yatak odasında son bulacaktı. Ben de dedemin baltasını aldım, katibe gittim ve onu bir domuzcuk gibi katlettim. Karım Nastasia'yı ise gizlice Astrakhan'daki akrabaların yanına gönderdim.
str_npc7_backstory_c|Ama medeniyetin var olmadığı, maymunlar ve çakallar tarafından işletilen bu pislik yuvasında kendimi herhangi bir kadından daha şanssız addedmiyorum yabancı. 
str_npc8_backstory_c|Eski vezir emekliye ayrılıyordu. İpek urganla onu boğarken gözyaşı bile akıttım. Yeni vezir hırçın çıktı. Tipik İstanbullu hırçın tiplerdendi! Celladın bir yardımcıya ihtiyaç duymadığına kanaat getirdi ve böylece ben de aynı gün sarayın kapısının önüne kondum. Şimdi hayatımı bir şekilde kazanmaya çalışıyorum. Pazarda kasap yamaklığı da oluyor, mezbahada kalanları parçalamak da. Bir Kazak muhitinde sadece 10 Talere domuz kesecek kadar düştüm! Pis hayvanın haram etini...
str_npc9_backstory_c|Tek varlıklarım dedemin kılıcı ve şerefim.
str_npc10_backstory_c|Fransızların da dediği gibi, cherchez la femme. Burada çok güzel bir Kiev madamıyla tanışıp hemencecik işi bıraktım ve beraber günümüzü gün ettiğimiz bir konak kiraladım. Üç ay göz açıp kapayıncaya kadar geçti. Sonra param bitince ev sahibi beni konaktan attı ve madam da oradan geçmekte olan bir kürk tüccarıyla beraber sırra kadem bastı.
str_npc11_backstory_c|Bu utanca daha fazla dayanamadım ve Hanın vergi toplayıcılarını kapımdan kovaladım. İki hafta sonra büyükçe bir birlik nehir boyundaki çayırlara dayandı. Kaçmaktan başka şansım yoktu.
str_npc12_backstory_c|Ertesi gün Kurenevka'daki bir Kazak miralayını muayene etmek için çağrıldım ve aynı tedaviyi uyguladım. Zavallıcık gün boyunca çığlıklar attı ve akşam vakti de öldü. Tozun içindeki güherçile ciğerlerini kavurmuş herhal. Kurenevka'dakiler bu durumu öğrendiklerinde peşime bir alay gönderip derimi bir davula germekle tehdit ettiler.
str_npc13_backstory_c|Ben Poltavalıyım. Geçen güz dönemindeki büyükbaş salgını olmasaydı hayatım fena sayılmazdı. Oradaki peder bir zamandır bana karşı kin beslermiş. Onun cemaatini mi çalıyormuşun neymiş öyle saçma sapan bir şey işte. Beni cadılıkla suçlayıp bütün hayvanları benim öldürdüğümü öne sürdü. Hemen o gece evimi zifte bulayıp ateşe verdiler. Neyse ki birileri bana önceden haber vermişti de canımı kurtarabildim.
str_npc14_backstory_c|Şimdi ise benim gerçek değerimi bilecek bir kumandan arıyorum.
str_npc15_backstory_c|Ne olay olmuştu ama! Muhafızlar gelip beni hakimlerin huzuruna çıkarmak istediler. Bense artık öfkeden kendimi kaybetmiştim. Muhafızlardan birinin uzun baltasını kaptığım gibi bunların topunu Volkhov Nehri'nde boyunlarına kadar suya girene kadar kovaladım. Sonra kız kardeşimin evine gittim. Eskiden orada yaşardı ama az bir zaman önce öldü...
str_npc16_backstory_c|Ama kiminle uğraştıklarını unuttular. İkinci gece bütün muhafızları katledip karanlığa karıştım.
str_npc1_backstory_later|Yaş ilerledikçe yıpranmış olsam da hala gücüm kuvvetim yerinde. Beni yanına almalısın, mecbursun buna!
str_npc2_backstory_later|Ben pek çok muharebe tecrübesi olan bir soyluyum. Ancak sıkıştığım zamanlarda pek çok işlerde çalıştım – tüccarlara korumalık, bir başka soylunun evinde bekçilik – ve kumarda da kazanarak karnımı doyurmasını bildim. Belki şu anda senin de bir yoldaşa ihtiyacın vardır?
str_npc3_backstory_later|Şimdi hayat beni nereye yönlendirecek merak ediyorum...
str_npc4_backstory_later|Şimdi Lehlere derslerini verecek cesur delikanlılar arıyorum...
str_npc5_backstory_later|Acaba birliğinde deneyimli bir paralı askere ihtiyacın olabilir mi?
str_npc6_backstory_later|Şimdi, yol boyunca eşlik edecek yoldaşlar arıyorum.
str_npc7_backstory_later|Benim artık geri dönüşüm yok, onun için ne iş bulursam alıyorum.
str_npc8_backstory_later|Emekli bir celladın pek çok düşmanı vardır. Ölenlerin yakınlarına bunun sadece bir meslek olduğunu anlatamıyorum. Bir de benimki gibi bir ününüz varsa iş bulmaya çalıştığınızı düşünsenize, ha ha! Ama balta ve urgan üzerine benim kadar deneyimli bir adam arıyorsanız, hizmetinizdeyim.
str_npc9_backstory_later|Haklı bir amaç için savaşanın yanında savaşmaya hazırım.
str_npc10_backstory_later|Hala burada oturuyorum. Günlerdir yaptığım gibi paramı çarçur ediyorum...
str_npc11_backstory_later|Hayatım boyunca çok işler başardım. Savaş alanında bir düzine adama denk olsam bile benim gibi yaşlı bir adamı yanına alan kumandan ne bilge kumandandır!
str_npc12_backstory_later|Şimdi, tabiatıyla bütün sıkıntılarına çözüm bulabileceğim bir müşteriye ihtiyacım var.
str_npc13_backstory_later|Artık başımı sokacağım bir evim ve yok yol boyunca falcılık yaparak hayatta kalmaya çalışıyorum. Ama yollarda iş için tek başına dolanmak genç bir kız için hiç de iyi değildir.
str_npc14_backstory_later|Bu arada {beyim/hanımım}, belki tecrübeli bir levazımcıya da ihtiyacınız olabilir mi? Sandıklar erzakla, variller iyi barutla ve kaplar lezzetli şarapla dolu olsa fena mı olur? -- Ben size diyeyim, savaş çok daha iyi geçer.
str_npc15_backstory_later|Şimdi burada oturmuş nereye gideceğime karar vermeye çalışıyorum.
str_npc16_backstory_later|Şimdi ise güvenilir bir muhafıza ihtiyacı olan iyi bir {adam/hanım} arıyorum.
str_npc1_backstory_response_1|Uzun zamandır akıl danışabileceğim meşhur bir savaşçı arıyordum.
str_npc2_backstory_response_1|Keskin bir kılıcın her zaman için birliğimde yeri vardır.
str_npc3_backstory_response_1|Bir peder,  aforoz bile edilmiş olsa birliğime faydalı olabilir.
str_npc4_backstory_response_1|Bana katıl. Kolay bir hayat vaat edemem bir sürü votka ve ganimet olacağını söyleyebilirim.
str_npc5_backstory_response_1|Torstenson'ın kendisine hizmet eden bir asker benim de işime çok yarayabilir...
str_npc6_backstory_response_1|Beni takip et. Sana boynuzlu bir at tedarik edemem, ama başka türlü pek çok kazancımız olabilir.
str_npc7_backstory_response_1|Ayık bir asker mir? İşte, benim de tam istediğim şey bu.
str_npc8_backstory_response_1|Aslında birliğimde becerikli kılıç darlara ihtiyacım var...
str_npc9_backstory_response_1|Pekala, öyleyse – ekibime katılabilirsin.
str_npc10_backstory_response_1|Bana katılmak istiyor olabilir misin?
str_npc11_backstory_response_1|Eğer benimle yol yapmayı düşünürsen, seni ekibimde görmek isterim.
str_npc12_backstory_response_1|Aslında ekibimde bir hekime ihtiyacım var. Lütfen, bana katıl.
str_npc13_backstory_response_1|Belki becerilerini benim komutam altında sergilemek isteyebilirsin?
str_npc14_backstory_response_1|Benim birliğim içerisinde yerini bulursun.
str_npc15_backstory_response_1|Yani diyorsun ki önce bir oklavayla kocanın kafasını kırdın sonra da bir teberle muhafızları mı kovaladın?
str_npc16_backstory_response_1|Birliğimde çok işe yarayabilirsin!
str_npc1_backstory_response_2|Seni yanıma almaktan mutluluk duyarım ancak henüz değil. Biraz daha beklemeni istiyorum.
str_npc2_backstory_response_2|Yoldaş aramıyorum.
str_npc3_backstory_response_2|Eeh, sıkıldım seninle konuşmaktan!
str_npc4_backstory_response_2|Tahminimce bu kadar meşhur bir savaşçı beni kumandanı olarak kabul etmez.
str_npc5_backstory_response_2|İsveç ordusuna geri dönmelisin. Seninle aynı yolun yolcusu değiliz.
str_npc6_backstory_response_2|Hüzünlü bir hikaye ama benzerlerini daha önce duymuştum. Hoşçakal!
str_npc7_backstory_response_2|Kazaklar der ki: Sıska adam ya hastadır ya fakirdir. Anlamışsındır umarım...
